 Destination Port	 Flow Duration	 Total Fwd Packets	 Total Backward Packets	Total Length of Fwd Packets	 Total Length of Bwd Packets	 Fwd Packet Length Max	 Fwd Packet Length Min	 Fwd Packet Length Mean	 Fwd Packet Length Std	Bwd Packet Length Max	 Bwd Packet Length Min	 Bwd Packet Length Mean	 Bwd Packet Length Std	Flow Bytes/s	 Flow Packets/s	 Flow IAT Mean	 Flow IAT Std	 Flow IAT Max	 Flow IAT Min	Fwd IAT Total	 Fwd IAT Mean	 Fwd IAT Std	 Fwd IAT Max	 Fwd IAT Min	Bwd IAT Total	 Bwd IAT Mean	 Bwd IAT Std	 Bwd IAT Max	 Bwd IAT Min	Fwd PSH Flags	 Bwd PSH Flags	 Fwd URG Flags	 Bwd URG Flags	 Fwd Header Length	 Bwd Header Length	Fwd Packets/s	 Bwd Packets/s	 Min Packet Length	 Max Packet Length	 Packet Length Mean	 Packet Length Std	 Packet Length Variance	FIN Flag Count	 SYN Flag Count	 RST Flag Count	 PSH Flag Count	 ACK Flag Count	 URG Flag Count	 CWE Flag Count	 ECE Flag Count	 Down/Up Ratio	 Average Packet Size	 Avg Fwd Segment Size	 Avg Bwd Segment Size	 Fwd Header Length	Fwd Avg Bytes/Bulk	 Fwd Avg Packets/Bulk	 Fwd Avg Bulk Rate	 Bwd Avg Bytes/Bulk	 Bwd Avg Packets/Bulk	Bwd Avg Bulk Rate	Subflow Fwd Packets	 Subflow Fwd Bytes	 Subflow Bwd Packets	 Subflow Bwd Bytes	Init_Win_bytes_forward	 Init_Win_bytes_backward	 act_data_pkt_fwd	 min_seg_size_forward	Active Mean	 Active Std	 Active Max	 Active Min	Idle Mean	 Idle Std	 Idle Max	 Idle Min	 Label
80	5784839	3	1	0	0	0	0	0	0	0	0	0	0	0	0.691462632	1928279.667	3339094.612	5783934	174	5784839	2892419.5	4089219.022	5783934	905	0	0	0	0	0	0	0	0	0	104	40	0.518596974	0.172865658	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5532243	3	1	0	0	0	0	0	0	0	0	0	0	0	0.723034039	1844081	3193298.949	5531385	132	5532243	2766121.5	3910673.145	5531385	858	0	0	0	0	0	0	0	0	0	104	40	0.542275529	0.18075851	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	9790997	4	4	383	370	383	0	95.75	191.5	370	0	92.5	185	76.90738747	0.817077158	1398713.857	2388565.342	5004577	132	4786420	1595473.333	2760785.719	4783354	881	9790861	3263620.333	2827254.138	5005149	1481	0	0	0	0	136	136	0.408538579	0.408538579	0	383	83.66666667	166.0527025	27573.5	0	0	0	1	0	0	0	0	1	94.125	95.75	92.5	136	0	0	0	0	0	0	4	383	4	370	29200	235	1	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	35238629	203	104	43906	72185	602	0	216.2857143	228.4931854	1067	0	694.0865385	362.5876556	3294.424423	8.712030198	115158.9183	327953.2527	3530228	4	35200000	174437.5693	390979.9391	3530228	788	35200000	342121.2913	515145.9523	3530938	4	0	0	0	0	6504	3336	5.760723551	2.951306647	0	1067	376.9188312	360.6437827	130063.938	0	0	0	1	0	0	0	0	0	378.1465798	216.2857143	694.0865385	6504	0	0	0	0	0	0	203	43906	104	72185	29200	1176	101	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5507569	3	1	0	0	0	0	0	0	0	0	0	0	0	0.726273243	1835856.333	3179192.835	5506872	95	5507569	2753784.5	3893453.681	5506872	697	0	0	0	0	0	0	0	0	0	104	40	0.544704932	0.181568311	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	50	1	1	0	0	0	0	0	0	0	0	0	0	0	40000	50	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	20000	20000	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	32	0	0	0	0	0	0	1	0	1	0	1444	1174	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5991958	3	1	0	0	0	0	0	0	0	0	0	0	0	0.667561421	1997319.333	3458910.375	5991325	128	5991958	2995979	4236058.937	5991325	633	0	0	0	0	0	0	0	0	0	104	40	0.500671066	0.166890355	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5733848	3	1	0	0	0	0	0	0	0	0	0	0	0	0.697611796	1911282.667	3309633.299	5732918	135	5733848	2866924	4053127.584	5732918	930	0	0	0	0	0	0	0	0	0	104	40	0.523208847	0.174402949	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5472641	3	1	0	0	0	0	0	0	0	0	0	0	0	0.730908532	1824213.667	3159021.081	5471937	128	5472641	2736320.5	3868745.956	5471937	704	0	0	0	0	0	0	0	0	0	104	40	0.548181399	0.182727133	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5932484	3	1	0	0	0	0	0	0	0	0	0	0	0	0.67425382	1977494.667	3424522.82	5931793	92	5932484	2966242	4193922.444	5931793	691	0	0	0	0	0	0	0	0	0	104	40	0.505690365	0.168563455	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	102	1	1	0	0	0	0	0	0	0	0	0	0	0	19607.84314	102	0	102	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	9803.921569	9803.921569	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	32	0	0	0	0	0	0	1	0	1	0	237	235	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5649282	3	1	0	0	0	0	0	0	0	0	0	0	0	0.708054581	1883094	3260835.941	5648383	143	5649282	2824641	3993374.233	5648383	899	0	0	0	0	0	0	0	0	0	104	40	0.531040936	0.177013645	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5134333	3	1	0	0	0	0	0	0	0	0	0	0	0	0.779069063	1711444.333	2963702.33	5133633	127	5134333	2567166.5	3629531.732	5133633	700	0	0	0	0	0	0	0	0	0	104	40	0.584301797	0.194767266	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5887776	3	1	0	0	0	0	0	0	0	0	0	0	0	0.679373672	1962592	3398569.489	5886922	97	5887776	2943888	4162078.597	5886922	854	0	0	0	0	0	0	0	0	0	104	40	0.509530254	0.169843418	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5588035	3	1	0	0	0	0	0	0	0	0	0	0	0	0.71581513	1862678.333	3225541.651	5587213	125	5588035	2794017.5	3950174.958	5587213	822	0	0	0	0	0	0	0	0	0	104	40	0.536861348	0.178953783	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5957116	3	1	0	0	0	0	0	0	0	0	0	0	0	0.671465857	1985705.333	3438631.536	5956295	75	5957116	2978558	4211156.051	5956295	821	0	0	0	0	0	0	0	0	0	104	40	0.503599393	0.167866464	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5692832	3	1	0	0	0	0	0	0	0	0	0	0	0	0.702637984	1897610.667	3285998.598	5691955	129	5692832	2846416	4024199.846	5691955	877	0	0	0	0	0	0	0	0	0	104	40	0.526978488	0.175659496	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5438801	3	1	0	0	0	0	0	0	0	0	0	0	0	0.735456215	1812933.667	3139325.936	5437915	160	5438801	2719400.5	3844560.075	5437915	886	0	0	0	0	0	0	0	0	0	104	40	0.551592162	0.183864054	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5873341	3	1	0	0	0	0	0	0	0	0	0	0	0	0.681043379	1957780.333	3390217.253	5872466	93	5873341	2936670.5	4151841.812	5872466	875	0	0	0	0	0	0	0	0	0	104	40	0.510782534	0.170260845	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5616800	3	1	0	0	0	0	0	0	0	0	0	0	0	0.712149266	1872266.667	3242230.532	5616072	155	5616800	2808400	3970647.821	5616072	728	0	0	0	0	0	0	0	0	0	104	40	0.53411195	0.178037317	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5118494	3	1	0	0	0	0	0	0	0	0	0	0	0	0.781479865	1706164.667	2954382.75	5117592	141	5118494	2559247	3618046.196	5117592	902	0	0	0	0	0	0	0	0	0	104	40	0.586109899	0.195369966	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5853867	3	1	0	0	0	0	0	0	0	0	0	0	0	0.683308999	1951289	3378943.621	5852957	130	5853867	2926933.5	4138022.118	5852957	910	0	0	0	0	0	0	0	0	0	104	40	0.512481749	0.17082725	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5596182	3	1	0	0	0	0	0	0	0	0	0	0	0	0.714773036	1865394	3230190.767	5595297	129	5596182	2798091	3955846.662	5595297	885	0	0	0	0	0	0	0	0	0	104	40	0.536079777	0.178693259	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	8800981	4	4	602	364	602	0	150.5	301	364	0	91	182	109.7604915	0.908989577	1257283	2173660.527	5000931	113	3800050	1266683.333	2189903.905	3795366	896	8800868	2933622.667	2608504.636	5001525	3061	0	0	0	0	136	136	0.454494789	0.454494789	0	602	107.3333333	221.137966	48902	0	0	0	1	0	0	0	0	1	120.75	150.5	91	136	0	0	0	0	0	0	4	602	4	364	29200	236	1	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	34266541	203	104	43951	72198	602	0	216.5073892	228.6511756	1068	0	694.2115385	362.6994442	3389.574687	8.959176825	111982.1601	298399.5421	2550282	48	34300000	169624.7574	354031.5366	2550282	695	34300000	332683.5631	462620.9509	2550911	48	0	0	0	0	6504	3336	5.924146239	3.035030586	0	1068	377.1071429	360.7193296	130118.4347	0	0	0	1	0	0	0	0	0	378.3355049	216.5073892	694.2115385	6504	0	0	0	0	0	0	203	43951	104	72198	29200	1174	101	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5554616	3	1	0	0	0	0	0	0	0	0	0	0	0	0.720121787	1851538.667	3206187.434	5553725	89	5554616	2777308	3926446.576	5553725	891	0	0	0	0	0	0	0	0	0	104	40	0.54009134	0.180030447	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	51	1	1	0	0	0	0	0	0	0	0	0	0	0	39215.68627	51	0	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	19607.84314	19607.84314	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	32	0	0	0	0	0	0	1	0	1	0	1444	1176	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5043929	3	1	0	0	0	0	0	0	0	0	0	0	0	0.793032574	1681309.667	2911517.947	5043241	149	5043929	2521964.5	3565623.421	5043241	688	0	0	0	0	0	0	0	0	0	104	40	0.594774431	0.198258144	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5786067	3	1	0	0	0	0	0	0	0	0	0	0	0	0.69131588	1928689	3339987.191	5785374	136	5786067	2893033.5	4090387.162	5785374	693	0	0	0	0	0	0	0	0	0	104	40	0.51848691	0.17282897	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5528004	3	1	0	0	0	0	0	0	0	0	0	0	0	0.723588478	1842668	3191034.285	5527357	124	5528004	2764002	3907974.119	5527357	647	0	0	0	0	0	0	0	0	0	104	40	0.542691358	0.180897119	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	74	1	1	0	0	0	0	0	0	0	0	0	0	0	27027.02703	74	0	74	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	13513.51351	13513.51351	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	32	0	0	0	0	0	0	1	0	1	0	237	236	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	6000154	3	1	0	0	0	0	0	0	0	0	0	0	0	0.666649556	2000051.333	3463495.122	5999351	100	6000154	3000077	4241613.968	5999351	803	0	0	0	0	0	0	0	0	0	104	40	0.499987167	0.166662389	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5736845	3	1	0	0	0	0	0	0	0	0	0	0	0	0.697247355	1912281.667	3311564.528	5736147	110	5736845	2868422.5	4055574.881	5736147	698	0	0	0	0	0	0	0	0	0	104	40	0.522935516	0.174311839	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5474506	3	1	0	0	0	0	0	0	0	0	0	0	0	0.730659533	1824835.333	3160099.573	5473804	96	5474506	2737253	3870067.538	5473804	702	0	0	0	0	0	0	0	0	0	104	40	0.54799465	0.182664883	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5895756	3	1	0	0	0	0	0	0	0	0	0	0	0	0.678454129	1965252	3403155.961	5894878	94	5895756	2947878	4167687.368	5894878	878	0	0	0	0	0	0	0	0	0	104	40	0.508840597	0.169613532	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5637355	3	1	0	0	0	0	0	0	0	0	0	0	0	0.709552618	1879118.333	3253957.681	5636465	113	5637355	2818677.5	3984953.298	5636465	890	0	0	0	0	0	0	0	0	0	104	40	0.532164464	0.177388155	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5119287	3	1	0	0	0	0	0	0	0	0	0	0	0	0.78135881	1706429	2954839.721	5118384	156	5119287	2559643.5	3618605.518	5118384	903	0	0	0	0	0	0	0	0	0	104	40	0.586019108	0.195339703	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5806285	3	1	0	0	0	0	0	0	0	0	0	0	0	0.688908657	1935428.333	3351485.13	5805390	135	5806285	2903142.5	4104397.776	5805390	895	0	0	0	0	0	0	0	0	0	104	40	0.516681493	0.172227164	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5444258	3	1	0	0	0	0	0	0	0	0	0	0	0	0.734719038	1814752.667	3142469.612	5443364	117	5444258	2722129	3848407.443	5443364	894	0	0	0	0	0	0	0	0	0	104	40	0.551039278	0.183679759	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5924536	3	1	0	0	0	0	0	0	0	0	0	0	0	0.675158358	1974845.333	3419733.999	5923614	93	5924536	2962268	4187975.676	5923614	922	0	0	0	0	0	0	0	0	0	104	40	0.506368769	0.16878959	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5678026	3	1	0	0	0	0	0	0	0	0	0	0	0	0.70447018	1892675.333	3277478.925	5677182	157	5678026	2839013	4013777.092	5677182	844	0	0	0	0	0	0	0	0	0	104	40	0.528352635	0.176117545	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5130786	3	1	0	0	0	0	0	0	0	0	0	0	0	0.779607647	1710262	2961571.336	5129990	113	5130786	2565393	3626887.859	5129990	796	0	0	0	0	0	0	0	0	0	104	40	0.584705735	0.194901912	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5875393	3	1	0	0	0	0	0	0	0	0	0	0	0	0.680805522	1958464.333	3391505.893	5874638	95	5875393	2937696.5	4153462.501	5874638	755	0	0	0	0	0	0	0	0	0	104	40	0.510604142	0.170201381	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5624352	3	1	0	0	0	0	0	0	0	0	0	0	0	0.711193041	1874784	3246441.734	5623452	129	5624352	2812176	3975744.647	5623452	900	0	0	0	0	0	0	0	0	0	104	40	0.53339478	0.17779826	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	8530375	4	4	383	370	383	0	95.75	191.5	370	0	92.5	185	88.27278988	0.937825125	1218625	2123504.477	5002306	99	3528069	1176023	2034551.805	3525321	899	8530261	2843420.333	2569801.917	5002875	1181	0	0	0	0	136	136	0.468912562	0.468912562	0	383	83.66666667	166.0527025	27573.5	0	0	0	1	0	0	0	0	1	94.125	95.75	92.5	136	0	0	0	0	0	0	4	383	4	370	29200	235	1	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	33977688	203	104	43906	72182	602	0	216.2857143	228.4931854	1068	0	694.0576923	362.5597996	3416.595031	9.035341074	111038.1961	290707.8942	2275149	4	34000000	168187.0297	344441.8421	2275149	886	34000000	329879.2621	450488.5716	2275974	4	0	0	0	0	6504	3336	5.974508919	3.060832156	0	1068	376.9090909	360.6257927	130050.9624	0	0	0	1	0	0	0	0	0	378.1368078	216.2857143	694.0576923	6504	0	0	0	0	0	0	203	43906	104	72182	29200	1176	101	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5589897	3	1	0	0	0	0	0	0	0	0	0	0	0	0.715576691	1863299	3226574.244	5589026	126	5589897	2794948.5	3951422.295	5589026	871	0	0	0	0	0	0	0	0	0	104	40	0.536682518	0.178894173	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	51	1	1	0	0	0	0	0	0	0	0	0	0	0	39215.68627	51	0	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	19607.84314	19607.84314	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	32	0	0	0	0	0	0	1	0	1	0	1444	1174	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5071729	3	1	0	0	0	0	0	0	0	0	0	0	0	0.788685673	1690576.333	2927572.616	5071046	129	5071729	2535864.5	3585288.06	5071046	683	0	0	0	0	0	0	0	0	0	104	40	0.591514255	0.197171418	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5804275	3	1	0	0	0	0	0	0	0	0	0	0	0	0.689147223	1934758.333	3350326.387	5803382	137	5804275	2902137.5	4102979.32	5803382	893	0	0	0	0	0	0	0	0	0	104	40	0.516860418	0.172286806	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5548440	3	1	0	0	0	0	0	0	0	0	0	0	0	0.720923359	1849480	3202803.57	5547759	156	5548440	2774220	3922376.47	5547759	681	0	0	0	0	0	0	0	0	0	104	40	0.540692519	0.18023084	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	41	1	1	0	0	0	0	0	0	0	0	0	0	0	48780.4878	41	0	41	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	24390.2439	24390.2439	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	32	0	0	0	0	0	0	1	0	1	0	237	235	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5045422	3	1	0	0	0	0	0	0	0	0	0	0	0	0.792797907	1681807.333	2912393.792	5044750	85	5045422	2522711	3566701.759	5044750	672	0	0	0	0	0	0	0	0	0	104	40	0.59459843	0.198199477	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5780523	3	1	0	0	0	0	0	0	0	0	0	0	0	0.691978909	1926841	3336762.111	5779802	167	5780523	2890261.5	4086427.364	5779802	721	0	0	0	0	0	0	0	0	0	104	40	0.518984182	0.172994727	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5497824	3	1	0	0	0	0	0	0	0	0	0	0	0	0.727560577	1832608	3173556.162	5497115	130	5497824	2748912	3886545.955	5497115	709	0	0	0	0	0	0	0	0	0	104	40	0.545670433	0.181890144	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5969157	3	1	0	0	0	0	0	0	0	0	0	0	0	0.670111374	1989719	3445741.019	5968518	84	5969157	2984578.5	4219927.71	5968518	639	0	0	0	0	0	0	0	0	0	104	40	0.502583531	0.167527844	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5716285	3	1	0	0	0	0	0	0	0	0	0	0	0	0.699755173	1905428.333	3299708.925	5715604	156	5716285	2858142.5	4041060.807	5715604	681	0	0	0	0	0	0	0	0	0	104	40	0.52481638	0.174938793	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5036163	3	1	0	0	0	0	0	0	0	0	0	0	0	0.794255468	1678721	2906900.886	5035321	115	5036163	2518081.5	3559914.241	5035321	842	0	0	0	0	0	0	0	0	0	104	40	0.595691601	0.198563867	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5783652	3	1	0	0	0	0	0	0	0	0	0	0	0	0.691604543	1927884	3338605.015	5782973	115	5783652	2891826	4088699.298	5782973	679	0	0	0	0	0	0	0	0	0	104	40	0.518703407	0.172901136	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5521744	3	1	0	0	0	0	0	0	0	0	0	0	0	0.72440881	1840581.333	3187199.249	5520842	106	5521744	2760872	3903187.006	5520842	902	0	0	0	0	0	0	0	0	0	104	40	0.543306607	0.181102202	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5993779	3	1	0	0	0	0	0	0	0	0	0	0	0	0.667358606	1997926.333	3459912.373	5993089	68	5993779	2996889.5	4237265.968	5993089	690	0	0	0	0	0	0	0	0	0	104	40	0.500518955	0.166839652	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5735037	3	1	0	0	0	0	0	0	0	0	0	0	0	0.697467165	1911679	3310369.999	5734165	93	5735037	2867518.5	4054050.359	5734165	872	0	0	0	0	0	0	0	0	0	104	40	0.523100374	0.174366791	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
80	5973085	3	1	0	0	0	0	0	0	0	0	0	0	0	0.669670698	1991028.333	3447969.878	5972401	124	5973085	2986542.5	4222641.586	5972401	684	0	0	0	0	0	0	0	0	0	104	40	0.502253023	0.167417674	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	1	0	29200	28960	0	32	0	0	0	0	0	0	0	0	Web Attack � Brute Force
